customer_id,address,postcode,state,country,property_valuation,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,profit
33,54 Sage Plaza,4726.0,QLD,Australia,1.0,Ernst,Hacon,Male,44.0,1957-06-25,Product Engineer,,Affluent Customer,N,Yes,11.0,5150.449999999999
200,4 Londonderry Lane,3084.0,VIC,Australia,10.0,Hube,Weald,Male,7.0,1957-02-04,Physical Therapy Assistant,Property,Affluent Customer,N,Yes,19.0,7283.860000000001
3260,8 Marquette Court,2204.0,NSW,Australia,11.0,Kelsy,Rao,Female,6.0,1979-05-30,Research Associate,Telecommunications,High Net Worth,N,No,11.0,1938.37
2709,29895 Crest Line Point,2049.0,NSW,Australia,11.0,Simone,Boanas,Male,6.0,1995-03-20,,Financial Services,High Net Worth,N,No,6.0,2039.8700000000003
2127,686 Rusk Parkway,2566.0,NSW,Australia,8.0,Wanids,Baudet,Female,66.0,1974-02-15,Web Designer I,Manufacturing,Mass Customer,N,No,7.0,1884.62
304,5982 Mosinee Avenue,3340.0,VIC,Australia,5.0,Paddy,Mumbray,Male,36.0,1969-03-27,VP Marketing,Manufacturing,Mass Customer,N,Yes,15.0,2785.04
40,89314 Eagle Crest Center,4670.0,QLD,Australia,2.0,Tomasine,Jerche,Female,91.0,1981-10-27,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,No,14.0,4552.1
3151,5323 Chive Avenue,2486.0,NSW,Australia,7.0,Thorn,Choffin,U,20.0,,Senior Developer,IT,Affluent Customer,N,Yes,,2916.5700000000015
3027,50 7th Circle,4305.0,QLD,Australia,1.0,Augy,Rudall,Male,83.0,1977-10-30,Research Nurse,Health,Mass Customer,N,Yes,5.0,1393.6599999999999
3108,944 Becker Road,3162.0,VIC,Australia,11.0,Trip,Ahmed,Male,94.0,1967-10-01,Accounting Assistant III,Entertainment,Mass Customer,N,No,10.0,5916.209999999999
135,215 Lindbergh Trail,4401.0,QLD,Australia,1.0,Rosalia,Sigart,Female,18.0,1975-01-18,Internal Auditor,IT,Mass Customer,N,No,3.0,3254.0700000000006
681,39035 Westerfield Plaza,2463.0,NSW,Australia,4.0,Jobyna,Elgey,Female,55.0,1978-09-18,VP Product Management,Manufacturing,Mass Customer,N,Yes,17.0,2244.190000000001
2428,37 Roth Place,2144.0,NSW,Australia,10.0,Pauly,Keightley,Male,74.0,1968-07-26,Help Desk Operator,,Mass Customer,N,Yes,9.0,6462.950000000001
2342,03961 Sullivan Park,2114.0,NSW,Australia,12.0,Clara,Jakel,Female,87.0,1999-09-17,,,Mass Customer,N,No,2.0,2992.2400000000007
155,80 Duke Terrace,2233.0,NSW,Australia,10.0,Orran,Bogges,Male,4.0,1985-12-28,Quality Engineer,Manufacturing,Mass Customer,N,No,10.0,1088.42
482,87 Stone Corner Park,3141.0,Victoria,Australia,7.0,Gar,Wallis,Male,33.0,1962-12-19,,Health,Mass Customer,N,No,20.0,5887.200000000002
367,92808 Mallard Terrace,3215.0,VIC,Australia,4.0,Katrinka,Sturrock,Female,93.0,1985-02-17,Programmer II,Manufacturing,Mass Customer,N,Yes,12.0,3634.45
735,08260 Jay Court,3191.0,Victoria,Australia,11.0,Khalil,Pennings,Male,33.0,1965-04-20,Assistant Manager,Financial Services,Mass Customer,N,Yes,11.0,3025.33
1647,81942 Scott Street,2066.0,NSW,Australia,10.0,Ivory,Roscam,Female,21.0,1977-09-09,,Financial Services,High Net Worth,N,Yes,17.0,3267.499999999999
2334,0 Butterfield Junction,2340.0,NSW,Australia,5.0,Zebulen,Hefford,Male,30.0,1996-03-16,Food Chemist,Health,Affluent Customer,N,No,5.0,1315.7599999999998
1551,845 Mendota Center,2148.0,NSW,Australia,8.0,Joell,Balfe,Female,37.0,1975-05-30,Computer Systems Analyst I,Entertainment,Affluent Customer,N,No,17.0,5171.890000000001
958,4 Kennedy Trail,3147.0,VIC,Australia,8.0,Kristofor,Saulter,Male,15.0,1964-01-14,Biostatistician IV,Health,High Net Worth,N,No,18.0,2183.71
1503,4 Maywood Court,2228.0,NSW,Australia,10.0,Del,Scullin,Female,1.0,1968-02-25,Media Manager III,,Affluent Customer,N,No,6.0,8865.029999999999
289,00 5th Lane,2830.0,NSW,Australia,2.0,Modestia,Lithgow,Female,43.0,1970-04-12,Clinical Specialist,Health,High Net Worth,N,No,10.0,5987.060000000002
1821,738 Sloan Place,3212.0,VIC,Australia,5.0,Fields,Bayne,Male,89.0,1972-03-09,Web Developer IV,Entertainment,High Net Worth,N,Yes,15.0,7335.8899999999985
1020,1128 Golden Leaf Center,3124.0,VIC,Australia,9.0,Natala,Thorndale,Female,29.0,1975-11-10,,IT,Affluent Customer,N,No,13.0,1531.8999999999996
503,8739 Service Park,2250.0,NSW,Australia,8.0,Burr,Gerb,Male,87.0,1989-07-19,Dental Hygienist,Health,Affluent Customer,N,Yes,10.0,2630.11
120,739 Elmside Way,3074.0,VIC,Australia,8.0,Sloan,Wagg,Male,80.0,1978-09-02,Legal Assistant,Financial Services,High Net Worth,N,Yes,4.0,1306.7800000000002
1171,79 Grasskamp Center,2170.0,NSW,Australia,9.0,Ilise,Solloway,Female,32.0,1971-08-15,Human Resources Manager,,Affluent Customer,N,Yes,8.0,3879.3200000000006
2840,20 Carberry Circle,2165.0,NSW,Australia,7.0,Wallie,Baitman,Male,63.0,1992-09-04,Recruiter,Manufacturing,Mass Customer,N,Yes,9.0,811.6700000000001
787,79 Arkansas Drive,3008.0,VIC,Australia,10.0,Norma,Batrim,Female,29.0,1996-12-15,,Retail,Affluent Customer,N,Yes,2.0,6645.999999999999
1601,2517 Glacier Hill Point,3219.0,VIC,Australia,3.0,Nita,McCarthy,Female,45.0,1993-02-11,Desktop Support Technician,Manufacturing,Affluent Customer,N,No,1.0,2317.2700000000004
2668,8 Eagle Crest Circle,2137.0,NSW,Australia,12.0,Allan,Govan,Male,27.0,1978-07-26,Senior Quality Engineer,Health,Mass Customer,N,No,18.0,1542.4100000000003
563,04 Hansons Street,2087.0,NSW,Australia,11.0,Rube,Itzhayek,Male,25.0,1974-09-20,Accounting Assistant II,IT,Mass Customer,N,Yes,19.0,1931.13
1448,913 Londonderry Trail,2567.0,NSW,Australia,8.0,Hinze,Bullent,Male,40.0,1988-08-09,VP Product Management,Property,Mass Customer,N,No,20.0,128.45999999999992
2408,881 Debs Center,4051.0,QLD,Australia,8.0,Celestia,,Female,38.0,1955-10-10,VP Marketing,Health,Mass Customer,N,No,16.0,2824.16
510,08501 Kropf Trail,3152.0,Victoria,Australia,10.0,Sheilah,Blackmore,Female,61.0,1992-06-15,,,Mass Customer,N,No,2.0,1694.5900000000001
1971,04046 Summit Avenue,4217.0,QLD,Australia,9.0,Mariel,Dyke,Female,49.0,1998-02-10,,Manufacturing,Mass Customer,N,Yes,4.0,4812.989999999999
2828,92610 Sutherland Place,3140.0,VIC,Australia,8.0,Philippine,Maycey,Female,37.0,1998-12-14,,Health,High Net Worth,N,Yes,4.0,262.52999999999975
2752,244 Burrows Center,3088.0,VIC,Australia,9.0,Cissiee,Jobern,Female,11.0,1960-05-10,Sales Representative,Retail,Affluent Customer,N,Yes,14.0,3250.7200000000003
2589,6 Forest Avenue,2870.0,NSW,Australia,4.0,Alvera,Kiddle,Female,42.0,1965-08-02,,,High Net Worth,N,No,8.0,3494.159999999999
1142,0 Scofield Plaza,3201.0,VIC,Australia,4.0,Michal,Paiton,Male,95.0,1998-05-07,Desktop Support Technician,Telecommunications,Mass Customer,N,No,2.0,1841.7299999999996
2671,4 Loomis Hill,2527.0,NSW,Australia,7.0,Bridget,Bussons,Female,11.0,1990-11-09,Analyst Programmer,,Mass Customer,N,No,11.0,3015.83
2903,0 Lakeland Pass,3195.0,VIC,Australia,10.0,Avery,Adamov,Male,47.0,1977-09-20,Operator,Manufacturing,Affluent Customer,N,Yes,9.0,1370.8000000000002
2426,57769 Gulseth Lane,2040.0,NSW,Australia,10.0,Yancy,Ovett,U,64.0,,,IT,Affluent Customer,N,Yes,,3721.5
1309,72 Shasta Plaza,4152.0,QLD,Australia,4.0,Adlai,Fabry,Male,95.0,1977-03-22,VP Marketing,,Mass Customer,N,No,13.0,1400.3199999999997
2548,25 Coleman Circle,2214.0,NSW,Australia,9.0,Kristien,Robberts,Female,11.0,1971-07-30,Chief Design Engineer,,Mass Customer,N,No,13.0,5981.749999999998
1259,12 Prentice Point,4670.0,QLD,Australia,1.0,Emmi,Dymock,Female,23.0,1973-11-24,Assistant Professor,Financial Services,Mass Customer,N,No,9.0,3342.13
2469,7 Mcguire Terrace,3754.0,VIC,Australia,6.0,Kermie,Hedger,U,18.0,,Accounting Assistant II,IT,Mass Customer,N,Yes,,5796.209999999999
2270,5 Derek Pass,2090.0,NSW,Australia,10.0,Augustus,Edleston,Male,50.0,1966-09-28,Information Systems Manager,Retail,Affluent Customer,N,No,9.0,5154.679999999999
2743,5 Lakewood Gardens Court,2118.0,NSW,Australia,9.0,Carr,Muckley,Male,67.0,1979-05-25,Social Worker,Health,High Net Worth,N,Yes,20.0,1428.6200000000003
2651,19 Fairview Road,4012.0,QLD,Australia,3.0,Silvan,Ellison,Male,10.0,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0,6089.5700000000015
83,4423 Bartelt Parkway,2038.0,New South Wales,Australia,12.0,Kerr,Simmell,Male,97.0,1967-02-26,Internal Auditor,IT,Mass Customer,N,Yes,18.0,1798.2000000000007
1136,8587 Graceland Way,2206.0,NSW,Australia,10.0,Ivan,Blackhall,Male,72.0,1977-08-31,Executive Secretary,Property,High Net Worth,N,No,7.0,3451.8299999999995
3240,655 Chive Pass,3083.0,VIC,Australia,9.0,Ryon,Elsay,Male,90.0,1976-09-04,Chief Design Engineer,,Mass Customer,N,Yes,6.0,5085.839999999999
2527,46 Dawn Way,2340.0,NSW,Australia,5.0,Arly,Petersen,Female,60.0,1980-07-19,Technical Writer,,Affluent Customer,N,Yes,16.0,4600.01
3165,398 Butternut Place,3027.0,VIC,Australia,7.0,Vyky,Coppen,Female,56.0,1975-05-18,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,10.0,3167.8899999999994
1182,84 Westridge Hill,2061.0,NSW,Australia,10.0,Carolann,Ottiwill,Female,84.0,1975-01-11,Data Coordiator,IT,Mass Customer,N,Yes,7.0,5807.880000000001
2199,59929 West Alley,2026.0,NSW,Australia,10.0,Leigha,Ranger,Female,89.0,1983-02-09,Account Coordinator,Property,High Net Worth,N,Yes,13.0,2644.0299999999997
842,7837 Derek Street,2147.0,NSW,Australia,9.0,Mahmud,Dobbson,Male,59.0,1999-08-16,Compensation Analyst,Financial Services,High Net Worth,N,No,2.0,2137.1800000000003
1513,91433 Hollow Ridge Crossing,2210.0,NSW,Australia,10.0,Wendel,Cator,Male,13.0,1970-06-05,Quality Engineer,,Affluent Customer,N,Yes,16.0,2071.140000000001
1348,0784 Utah Plaza,3199.0,VIC,Australia,7.0,Lowe,Hinckes,Male,88.0,1984-04-10,VP Sales,,High Net Worth,N,No,13.0,5915.86
766,80 Scofield Alley,3121.0,VIC,Australia,10.0,Nonna,Hun,Female,16.0,1975-04-22,,Retail,Mass Customer,N,Yes,14.0,2271.93
545,2 East Circle,2716.0,NSW,Australia,1.0,Alecia,Crosse,Female,43.0,1978-06-04,Project Manager,Health,Mass Customer,N,Yes,18.0,5665.789999999998
479,76369 Ridge Oak Place,3162.0,Victoria,Australia,9.0,Blythe,Keighley,Female,11.0,1994-08-04,,IT,Mass Customer,N,Yes,4.0,3335.2
2099,0 Waubesa Alley,2265.0,NSW,Australia,6.0,Mikel,McKechnie,Male,40.0,1959-10-03,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,19.0,4576.759999999998
1809,156 Lakeland Way,4035.0,QLD,Australia,9.0,Reba,Southon,Female,67.0,1961-01-26,Programmer II,Health,Mass Customer,N,Yes,19.0,3918.1499999999987
656,14 Autumn Leaf Avenue,2570.0,NSW,Australia,10.0,Marty,Lebreton,Female,80.0,1978-11-17,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,8.0,3749.5599999999986
284,071 Cardinal Point,3064.0,VIC,Australia,7.0,Seth,Moorman,Male,38.0,1986-04-11,Financial Analyst,Financial Services,High Net Worth,N,Yes,9.0,3251.419999999999
1813,5510 Pepper Wood Street,3429.0,VIC,Australia,6.0,Reeva,Eakeley,Female,45.0,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,No,1.0,2137.45
2204,0 Shasta Terrace,2289.0,NSW,Australia,7.0,Kacie,Barthram,Female,16.0,1967-09-07,Librarian,Entertainment,High Net Worth,N,No,7.0,3346.58
1926,3542 Arkansas Place,3380.0,VIC,Australia,1.0,Stefano,Menhenitt,Male,72.0,1957-11-15,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,10.0,4911.09
1741,4216 Annamark Pass,4300.0,QLD,Australia,4.0,Karlens,Carneck,Male,18.0,1994-07-11,General Manager,Financial Services,High Net Worth,N,No,3.0,3538.7300000000005
2977,9 7th Pass,2760.0,NSW,Australia,9.0,Ottilie,Filkov,Female,28.0,1977-10-16,Community Outreach Specialist,,Affluent Customer,N,No,18.0,1936.2400000000002
1525,6750 Truax Trail,2145.0,NSW,Australia,8.0,Philis,Whittam,Female,43.0,1966-07-15,Database Administrator III,Financial Services,High Net Worth,N,No,5.0,1909.17
1223,01 Cottonwood Junction,2285.0,NSW,Australia,7.0,Kristyn,,Female,19.0,1965-01-05,Senior Sales Associate,Manufacturing,Mass Customer,N,Yes,16.0,2235.3000000000006
676,9114 Union Center,2209.0,NSW,Australia,7.0,Curtis,,Male,51.0,1968-05-19,Senior Editor,,High Net Worth,N,Yes,14.0,2894.85
470,91 Eagle Crest Circle,2567.0,NSW,Australia,9.0,Darbee,Klimowicz,Male,22.0,2001-12-19,Internal Auditor,Retail,Mass Customer,N,No,1.0,1890.5699999999997
431,4284 Surrey Circle,2068.0,NSW,Australia,12.0,Gale,Done,Male,8.0,1956-03-26,Research Nurse,Health,Affluent Customer,N,Yes,18.0,3157.95
1592,5447 Weeping Birch Place,2086.0,NSW,Australia,12.0,Thorin,Klagges,Male,21.0,1986-08-04,Software Test Engineer III,,Mass Customer,N,Yes,14.0,3348.25
920,57953 Drewry Street,2518.0,NSW,Australia,10.0,Stefano,Thornborrow,Male,89.0,1976-01-19,Software Test Engineer IV,Health,Mass Customer,N,Yes,19.0,4144.1900000000005
167,13950 Jackson Avenue,2099.0,NSW,Australia,11.0,Nathalie,Tideswell,Female,95.0,1969-10-27,,Health,High Net Worth,N,Yes,17.0,5993.34
1015,711 Sachtjen Point,2540.0,NSW,Australia,8.0,Toiboid,Sorrel,Male,7.0,1955-04-01,Web Developer I,Health,Mass Customer,N,No,17.0,2136.87
1343,9 Logan Drive,3620.0,VIC,Australia,2.0,Creight,Deery,Male,67.0,1979-12-10,Dental Hygienist,Health,High Net Worth,N,No,5.0,2207.44
1560,6265 Moland Terrace,2076.0,NSW,Australia,10.0,Tymon,Blackstone,Male,14.0,1973-01-12,,Retail,Mass Customer,N,No,5.0,486.61
478,40504 Tennyson Drive,2046.0,NSW,Australia,9.0,Darcey,Harberer,Female,65.0,1961-01-21,Chief Design Engineer,,Affluent Customer,N,Yes,5.0,3320.209999999999
1414,8 Veith Alley,2750.0,NSW,Australia,5.0,Allison,Clowton,Female,57.0,1980-02-29,Help Desk Technician,Retail,Mass Customer,N,Yes,10.0,630.21
2293,834 Pierstorff Lane,4228.0,QLD,Australia,10.0,Engracia,Newcom,Female,70.0,1958-03-07,Financial Advisor,Financial Services,Affluent Customer,N,No,16.0,1410.5300000000007
1815,1 Garrison Street,3103.0,VIC,Australia,12.0,Bab,Bingall,Female,23.0,1954-03-26,Software Test Engineer I,Argiculture,Mass Customer,N,Yes,19.0,1964.08
57,44516 Katie Parkway,2765.0,New South Wales,Australia,7.0,Abba,Masedon,M,87.0,1988-06-13,Chief Design Engineer,,Mass Customer,N,Yes,13.0,5117.96
2349,22774 Pennsylvania Hill,2262.0,NSW,Australia,6.0,Julee,Garwell,Female,23.0,1979-03-05,Executive Secretary,Telecommunications,High Net Worth,N,No,3.0,2500.2599999999993
209,6327 Lunder Crossing,4655.0,QLD,Australia,4.0,Udall,Bellard,Male,9.0,1957-08-28,Analog Circuit Design manager,,Affluent Customer,N,Yes,6.0,3081.0700000000006
2925,415 Walton Lane,4883.0,QLD,Australia,3.0,Henderson,Sloey,Male,36.0,1978-05-02,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,19.0,2770.1599999999994
2750,91973 Boyd Street,2287.0,NSW,Australia,7.0,Sybille,Maddison,Female,42.0,1980-10-18,,Property,High Net Worth,N,No,20.0,5964.05
427,6920 Dwight Circle,4173.0,QLD,Australia,7.0,Giusto,Torbett,Male,77.0,1996-12-19,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,2.0,2515.6800000000003
2248,0 Blaine Point,3183.0,VIC,Australia,7.0,Helsa,Grandisson,Female,33.0,1996-05-23,Software Engineer I,Manufacturing,Mass Customer,N,No,1.0,3914.499999999999
558,311 Chive Way,4680.0,QLD,Australia,3.0,Allene,Claypole,Female,96.0,1973-05-25,Programmer Analyst III,,Mass Customer,N,No,8.0,3513.019999999999
1199,0108 Forster Parkway,4017.0,QLD,Australia,6.0,Ludovico,Bertot,Male,7.0,1958-06-14,VP Accounting,Financial Services,Affluent Customer,N,Yes,5.0,2037.3200000000006
5034,,,,,,,,,,,,,,,,,269.4849718999999
3026,4 Crescent Oaks Alley,2541.0,NSW,Australia,5.0,Minda,Pendrid,Female,11.0,1988-11-21,Account Representative III,Property,Mass Customer,N,Yes,5.0,1886.6000000000008
494,470 Bunting Center,2447.0,NSW,Australia,3.0,Gaby,,Male,33.0,1975-06-02,Design Engineer,Manufacturing,Mass Customer,N,No,9.0,784.4299999999996
965,29419 Harper Circle,4209.0,QLD,Australia,5.0,Meggie,Whitchurch,Female,86.0,1997-06-18,Structural Engineer,Retail,High Net Worth,N,Yes,5.0,3867.7400000000007
1608,84504 Doe Crossing Road,2441.0,NSW,Australia,4.0,Fernande,Petzolt,Female,87.0,1958-09-21,Software Engineer III,,Mass Customer,N,Yes,6.0,1206.3500000000004
3363,3 Weeping Birch Plaza,3677.0,VIC,Australia,2.0,Orson,Tythacott,Male,25.0,2000-03-08,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,3.0,1800.7199999999993
991,31369 Meadow Valley Road,4034.0,QLD,Australia,5.0,Lenna,Coales,Female,11.0,1991-11-29,Financial Analyst,Financial Services,Mass Customer,N,Yes,10.0,2655.6000000000004
2759,5772 Ridgeway Place,3066.0,VIC,Australia,10.0,Melodee,Hendrik,Female,16.0,2001-11-14,Operator,Health,Affluent Customer,N,Yes,1.0,3775.8999999999996
2265,1 Del Sol Center,2323.0,NSW,Australia,3.0,Brendan,Vicent,Male,55.0,1980-07-29,,Property,Mass Customer,N,Yes,5.0,1988.7599999999998
3392,0162 Grim Circle,2191.0,NSW,Australia,10.0,Brock,Ride,Male,41.0,1976-12-12,Tax Accountant,Financial Services,Mass Customer,N,No,10.0,114.93
2691,718 Fair Oaks Point,2068.0,NSW,Australia,12.0,Stearn,Boutton,Male,41.0,1975-11-03,Librarian,Entertainment,Mass Customer,N,No,18.0,3088.919999999999
3161,49956 Hovde Crossing,2745.0,NSW,Australia,9.0,Cindie,Naldrett,Female,71.0,1977-02-16,,Financial Services,Mass Customer,N,Yes,4.0,198.22000000000003
3140,7435 Monument Road,3807.0,VIC,Australia,9.0,Britt,Muddimer,Female,2.0,1985-06-11,Legal Assistant,Manufacturing,High Net Worth,N,No,16.0,673.21
2557,67 Lerdahl Parkway,4670.0,QLD,Australia,1.0,Lian,Zarfai,Female,37.0,1978-08-19,,,Mass Customer,N,No,19.0,4540.47
3096,07 Loeprich Junction,2101.0,NSW,Australia,11.0,Lulu,Cabane,Female,32.0,1973-06-28,Associate Professor,Financial Services,Mass Customer,N,No,10.0,2717.0999999999995
2915,11 Glendale Court,4121.0,QLD,Australia,9.0,Enrichetta,Broadberry,Female,32.0,1975-06-02,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,No,17.0,1661.9799999999996
1004,486 Atwood Pass,2065.0,NSW,Australia,12.0,Colas,Pumfrett,Male,35.0,1975-07-09,Business Systems Development Analyst,IT,High Net Worth,N,No,22.0,3600.9399999999987
3344,8530 Darwin Street,2880.0,NSW,Australia,1.0,Clerissa,Columbell,Female,66.0,1995-02-14,GIS Technical Architect,,Affluent Customer,N,Yes,1.0,3962.0600000000013
338,72419 Eagan Road,2040.0,NSW,Australia,10.0,Hilliary,Littrell,Female,33.0,1958-03-14,,Health,Mass Customer,N,No,19.0,2343.71
2070,0442 Debra Point,2281.0,NSW,Australia,7.0,Tiphany,Leppington,Female,0.0,1981-12-05,Recruiting Manager,,Mass Customer,N,No,8.0,6433.75
3206,96 Hermina Terrace,3024.0,VIC,Australia,5.0,Elbertine,Trewin,Female,32.0,1995-03-23,Financial Advisor,Financial Services,Mass Customer,N,No,1.0,2991.010000000001
2805,46 Independence Parkway,3065.0,VIC,Australia,12.0,Laverna,Shiril,Female,0.0,1992-06-27,,Manufacturing,High Net Worth,N,No,4.0,4721.490000000001
561,5861 Browning Park,2065.0,NSW,Australia,8.0,Karin,Burkill,Female,99.0,1977-08-15,Tax Accountant,,Mass Customer,N,No,12.0,2891.59
819,388 Weeping Birch Plaza,2156.0,NSW,Australia,11.0,Temp,Thebeau,Male,7.0,1975-07-17,Associate Professor,Manufacturing,Affluent Customer,N,Yes,5.0,2558.040000000001
392,32 Farragut Avenue,2076.0,NSW,Australia,11.0,Brandyn,Morrid,Male,38.0,1978-06-14,Safety Technician I,Property,Mass Customer,N,No,13.0,5025.3099999999995
739,0272 Pankratz Hill,2031.0,NSW,Australia,10.0,Arnie,Zorn,Male,36.0,1964-12-13,Senior Editor,Manufacturing,Mass Customer,N,No,8.0,4842.200000000001
2803,441 Superior Junction,2320.0,NSW,Australia,6.0,Ailsun,Hawlgarth,Female,95.0,1970-09-30,Senior Editor,Retail,Mass Customer,N,Yes,11.0,2743.410000000001
1072,44 Ramsey Road,2515.0,NSW,Australia,9.0,Curt,Petrello,Male,60.0,1957-06-01,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0,2102.32
941,627 Ronald Regan Alley,4505.0,QLD,Australia,6.0,Tye,Doohan,Male,13.0,1995-02-02,Recruiting Manager,Financial Services,Affluent Customer,N,Yes,1.0,11668.949999999999
2366,89 Oak Hill,2508.0,NSW,Australia,10.0,Idette,Mapam,Female,51.0,1975-06-15,Web Designer I,Health,Mass Customer,N,Yes,15.0,2554.420000000001
1403,931 Rigney Terrace,3015.0,VIC,Australia,10.0,Germana,McFadin,Female,18.0,1980-12-01,Geologist II,Retail,Mass Customer,N,No,16.0,685.4300000000001
2541,709 Rieder Terrace,3995.0,VIC,Australia,2.0,Cleveland,Islep,Male,17.0,2000-03-14,Software Engineer II,Financial Services,High Net Worth,N,Yes,2.0,1918.8799999999999
2450,15 Shelley Hill,2164.0,NSW,Australia,8.0,Jayson,Breheny,Male,64.0,1974-06-21,Structural Engineer,Retail,Affluent Customer,N,Yes,7.0,2365.93
